qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains,llm_judge,llm_judge_correct
476,synpic42182.jpg,ABD,Is the patient's kidney this large mass to the right?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
478,synpic19118.jpg,CHEST,Are these small opacities in the right lung calcifications?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
479,synpic52951.jpg,CHEST,Is there any shifting on the path of the trachea?,PRES,CLOSED,freeform,train,No,no,Yes (0.005 mV),yes (0.005 mv),False,False,,False
480,synpic60096.jpg,HEAD,Is there swelling of the choroid fissure?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
482,synpic39240.jpg,HEAD,Is this a MRI image?,MODALITY,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
483,synpic47737.jpg,HEAD,Is there swelling around the lesion?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
484,synpic52951.jpg,CHEST,What is the organ principally shown in this image?,ORGAN,OPEN,freeform,train,Lung,lung,"Brain

The image displays a brain scan, likely a CT or MRI, with a region of interest indicating a dark or hyperdense area. This dark area is located in the center of the brain, which is a common location for","brain

the image displays a brain scan, likely a ct or mri, with a region of interest indicating a dark or hyperdense area. this dark area is located in the center of the brain, which is a common location for",False,False,INCORRECT,False
485,synpic34017.jpg,HEAD,Are the basal ganglia enlarged?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
486,synpic47356.jpg,HEAD,Is there any other alteration in the image?,ABN,CLOSED,freeform,train,No,no,"Yes.

The region of interest is located at the left side of the brain, in the middle of the cerebral hemispheres, and appears to have a different texture compared to the surrounding brain tissue. This difference in","yes.

the region of interest is located at the left side of the brain, in the middle of the cerebral hemispheres, and appears to have a different texture compared to the surrounding brain tissue. this difference in",False,False,,False
487,synpic60096.jpg,HEAD,What are those lines in the posterior brain?,PRES,OPEN,freeform,train,Imaging artifacts,imaging artifacts,"The lines are indicative of the cerebral structures, possibly the white matter or cerebral veins, and could represent the cerebral cortex or subcortical structures. The region of interest is located in the","the lines are indicative of the cerebral structures, possibly the white matter or cerebral veins, and could represent the cerebral cortex or subcortical structures. the region of interest is located in the",False,False,INCORRECT,False
488,synpic53978.jpg,HEAD,Is the medulla swollen?,SIZE,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
489,synpic24319.jpg,ABD,What are these densities inside the intestines?,PRES,OPEN,freeform,train,Contrast,contrast,"Affected

The region of the abdomen that appears to have an abnormal density, which could be indicative of a disease process, is located in the lower-left area of the image. This area is different from the rest","affected

the region of the abdomen that appears to have an abnormal density, which could be indicative of a disease process, is located in the lower-left area of the image. this area is different from the rest",False,False,INCORRECT,False
490,synpic31916.jpg,CHEST,What is the name of this image's plane?,PLANE,OPEN,freeform,train,Posteroanterior,posteroanterior,0.09 inch,0.09 inch,False,False,INCORRECT,False
492,synpic41788.jpg,HEAD,Is the lesion infiltrating?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
493,synpic41772.jpg,ABD,Is the abdomen distended?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
494,synpic33844.jpg,ABD,Is there leakage of contrast?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
495,synpic39240.jpg,HEAD,In which lobe is the enhancement?,POS,OPEN,freeform,train,Right frontal lobe,right frontal lobe,"The region of interest is located at the center of the image, which is the brain, and is characterized by a difference in density compared to the surrounding brain tissue. This difference in density is indicative of an abnormality, which is","the region of interest is located at the center of the image, which is the brain, and is characterized by a difference in density compared to the surrounding brain tissue. this difference in density is indicative of an abnormality, which is",False,False,INCORRECT,False
496,synpic52951.jpg,CHEST,Is this a solitary nodule?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
497,synpic33844.jpg,ABD,Is there ascites?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
499,synpic34017.jpg,HEAD,Is there any hemorrhage?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
500,synpic31916.jpg,CHEST,Is the right lung normal in size?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
501,synpic41772.jpg,ABD,Is there a cyst in the right kidney?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
502,synpic60096.jpg,HEAD,What is the plane of this image?,PLANE,OPEN,freeform,train,Axial,axial,"The image shows a cross-section of a brain, with a region of interest occupying the upper-middle area. This region exhibits an unusual appearance, possibly indicating a pathological condition, such as a hemorrhage or a mass,","the image shows a cross-section of a brain, with a region of interest occupying the upper-middle area. this region exhibits an unusual appearance, possibly indicating a pathological condition, such as a hemorrhage or a mass,",False,False,INCORRECT,False
503,synpic34017.jpg,HEAD,Is there involvement of the temporal lobes?,ABN,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
504,synpic41788.jpg,HEAD,Are the brain ventricles visible?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
506,synpic21410.jpg,ABD,Is there fluid in the anterior abdominal wall?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
507,synpic58261.jpg,HEAD,Are the lateral ventricles compressed?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
509,synpic19118.jpg,CHEST,Is this a cyst in the left lung?,POS,CLOSED,freeform,train,No,no,No,no,True,True,,True
510,synpic31916.jpg,CHEST,What is happening with the path of the trachea?,ABN,OPEN,freeform,train,It is shifted to the right,it is shifted to the right,"The region of the trachea is affected, possibly due to a tumor or other medical condition.","the region of the trachea is affected, possibly due to a tumor or other medical condition.",False,False,INCORRECT,False
511,synpic31916.jpg,CHEST,Is the stomach dilated?,SIZE,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
512,synpic47356.jpg,HEAD,Where are the enlarged feeding arteries located?,POS,OPEN,freeform,train,Occipital lobe,occipital lobe,"Cerebral veins

The region of interest is located in the left cerebral hemisphere, near the ventricular system. The surrounding tissue is characterized by a hyperdense area, which is indicative","cerebral veins

the region of interest is located in the left cerebral hemisphere, near the ventricular system. the surrounding tissue is characterized by a hyperdense area, which is indicative",False,False,INCORRECT,False
514,synpic50949.jpg,ABD,Is the right kidney at its normal height in the abdomen?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
516,synpic60096.jpg,HEAD,Is this an infiltrating mass?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
517,synpic24319.jpg,ABD,Is the renal mass distending the abdominal wall?,PRES,OPEN,freeform,train,A bit,a bit,"The region of interest is located in the upper-middle area of the image, which is the left kidney. The abnormality appears to be a difference in density compared to the surrounding tissue, suggesting the presence of a lesion or a","the region of interest is located in the upper-middle area of the image, which is the left kidney. the abnormality appears to be a difference in density compared to the surrounding tissue, suggesting the presence of a lesion or a",False,False,INCORRECT,False
518,synpic41772.jpg,ABD,Is it contrast these hyperintensities in the intestines?,OTHER,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
519,synpic58261.jpg,HEAD,What is the hypodensity in the posterior left?,PRES,OPEN,freeform,train,The posterior horn of the left lateral ventricle,the posterior horn of the left lateral ventricle,"The region of interest is located in the left ventricular cavity, near the left lower pole of the left side of the heart. The surrounding area appears to be normal, with no abnormalities visible. The locality of this region is","the region of interest is located in the left ventricular cavity, near the left lower pole of the left side of the heart. the surrounding area appears to be normal, with no abnormalities visible. the locality of this region is",False,False,INCORRECT,False
520,synpic21410.jpg,ABD,What is this mass to the left of the patient?,PRES,OPEN,freeform,train,The liver,the liver,Affected brain region,affected brain region,False,False,INCORRECT,False
521,synpic53978.jpg,HEAD,Is there lesion to other structures besides the medulla?,OTHER,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
522,synpic49381.jpg,HEAD,What are these hyperintensities to the right?,PRES,OPEN,freeform,train,Infarcted areas,infarcted areas,"The hyperintensities in the brain, likely indicating a diffuse cerebral hemorrhage, are indicative of a medical condition. The region of interest, located in the left-center of the image, appears to have a","the hyperintensities in the brain, likely indicating a diffuse cerebral hemorrhage, are indicative of a medical condition. the region of interest, located in the left-center of the image, appears to have a",False,False,INCORRECT,False
523,synpic54795.jpg,HEAD,Are there any other cysts in the image?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
524,synpic50949.jpg,ABD,Is there any lesion in the left kidney,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
525,synpic42182.jpg,ABD,Are there multiple masses or just a single big one?,COUNT,CLOSED,freeform,train,Just one,just one,Yes,yes,False,False,,False
526,synpic50949.jpg,ABD,Are the kidneys atrophied?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
528,synpic21902.jpg,ABD,What are these hypodensities in the liver?,PRES,OPEN,freeform,train,Fat accumulations,fat accumulations,"Affected regions of the brain, likely due to the presence of a brain hemorrhage, are characterized by abnormal textures and density compared to the surrounding healthy brain tissue. This is indicated by the difference in size and","affected regions of the brain, likely due to the presence of a brain hemorrhage, are characterized by abnormal textures and density compared to the surrounding healthy brain tissue. this is indicated by the difference in size and",False,False,INCORRECT,False
530,synpic54795.jpg,HEAD,In which lobe is the cyst?,POS,OPEN,freeform,train,Right frontal lobe,right frontal lobe,"The cerebral regions of the brain are affected, possibly indicating a disease process. The region of interest, located centrally in the image, occupies a small area of the brain and exhibits abnormal characteristics, such as a difference","the cerebral regions of the brain are affected, possibly indicating a disease process. the region of interest, located centrally in the image, occupies a small area of the brain and exhibits abnormal characteristics, such as a difference",False,False,INCORRECT,False
533,synpic47737.jpg,HEAD,Is it possible to see the cerebellum?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
534,synpic53978.jpg,HEAD,Is this a CT image?,MODALITY,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
535,synpic31916.jpg,CHEST,How do we call these wide undulations along the vertebral column?,OTHER,OPEN,freeform,train,Scoliosis,scoliosis,"The region of the image is indicative of a potential issue, possibly a small bulging of the brain tissue, which is a common indication of a brain hemorrhage. The region is characterized by a dark color, which is","the region of the image is indicative of a potential issue, possibly a small bulging of the brain tissue, which is a common indication of a brain hemorrhage. the region is characterized by a dark color, which is",False,False,INCORRECT,False
536,synpic24538.jpg,CHEST,To which side is the trachea deviated?,POS,OPEN,freeform,train,Right,right,0.00000000000000000000000000000000000000000000000,0.00000000000000000000000000000000000000000000000,False,False,INCORRECT,False
537,synpic42182.jpg,ABD,Is the left kidney affected?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
538,synpic49381.jpg,HEAD,Is the brain atrophied or shrunk?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
540,synpic39240.jpg,HEAD,Are there fractures on the skull?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
541,synpic53978.jpg,HEAD,Is there any lesion to bone structures?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
542,synpic33226.jpg,CHEST,Is the heart a normal size?,SIZE,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
543,synpic33226.jpg,CHEST,Is the heart size normal?,SIZE,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
544,synpic50943.jpg,CHEST,Can a pulmonary mass be appreciated?,PRES,CLOSED,para,train,no,no,Yes,yes,False,False,,False
545,synpic50943.jpg,CHEST,Is a pulmonary mass present?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
548,synpic44865.jpg,CHEST,Is this a solid or cystic lesion?,ATTRIB,CLOSED,para,train,Solid,solid,Yes,yes,False,False,,False
549,synpic44865.jpg,CHEST,Is the lesion a solid or cystic lesion?,ATTRIB,CLOSED,freeform,train,Solid,solid,Yes,yes,False,False,,False
550,synpic16810.jpg,CHEST,Is this in the PA plane?,PLANE,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
551,synpic50943.jpg,CHEST,Is there anything abnormal about the heart size?,SIZE,CLOSED,para,train,Yes,yes,No,no,False,False,,False
552,synpic50943.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
556,synpic28378.jpg,CHEST,Is this patient male or female?,OTHER,CLOSED,para,train,Female,female,Yes,yes,False,False,,False
557,synpic28378.jpg,CHEST,What is the likely sex of this patient?,OTHER,OPEN,freeform,train,Female,female,Brain,brain,False,False,INCORRECT,False
558,synpic40096.jpg,HEAD,Is the cerebellum present in the image?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
559,synpic33226.jpg,CHEST,Can this image highlight bone fractures (if present)?,MODALITY,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
560,synpic60423.jpg,CHEST,Can you appreciate a pleural effusion?,PRES,CLOSED,para,train,no,no,"Yes

The region of interest is located at the left side of the brain, with a hyperintensity indicative of an acute hemorrhage. The surrounding brain tissue is affected, potentially causing damage or altered function.","yes

the region of interest is located at the left side of the brain, with a hyperintensity indicative of an acute hemorrhage. the surrounding brain tissue is affected, potentially causing damage or altered function.",False,False,,False
561,synpic60423.jpg,CHEST,Is a pleural effusion present?,PRES,CLOSED,freeform,train,no,no,"Yes, a subconjunctival hemorrhage is a small bleed in the eye, likely due to a detached retina, and is characterized by a violation of the aqueous humor. The bleed is located","yes, a subconjunctival hemorrhage is a small bleed in the eye, likely due to a detached retina, and is characterized by a violation of the aqueous humor. the bleed is located",False,False,,False
562,synpic46943.jpg,HEAD,Do you see a subdural hematoma?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
563,synpic46943.jpg,HEAD,Is there a subdural hematoma?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
564,synpic43648.jpg,ABD,Approximately how much time was required to obtain this image?,OTHER,OPEN,freeform,train,10-20 minutes,10-20 minutes,0.005,0.005,False,False,INCORRECT,False
565,synpic60423.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,freeform,train,No,no,"Yes

This is a CT scan of a brain, likely a coronal slice, and it appears to have a small region of abnormal density, which could be indicative of a brain tumor or other pathological condition. The region of","yes

this is a ct scan of a brain, likely a coronal slice, and it appears to have a small region of abnormal density, which could be indicative of a brain tumor or other pathological condition. the region of",False,True,,False
566,synpic60423.jpg,CHEST,Is the heart size increased?,SIZE,CLOSED,para,train,No,no,"Yes

The region of interest is located at the left ventricular outflow tract, and it is characterized by a hyperdense area with a low density compared to the surrounding tissue. This hyperdense area is indicative of","yes

the region of interest is located at the left ventricular outflow tract, and it is characterized by a hyperdense area with a low density compared to the surrounding tissue. this hyperdense area is indicative of",False,False,,False
567,synpic48749.jpg,HEAD,Is this a ring enhancing lesion?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
568,synpic48749.jpg,HEAD,Is there ring-enhancement?,PRES,CLOSED,para,train,no,no,Yes,yes,False,False,,False
569,synpic48749.jpg,HEAD,Are the dark areas grey or white matter?,PRES,CLOSED,para,train,White matter,white matter,Yes,yes,False,False,,False
570,synpic48749.jpg,HEAD,The dark areas of the image show what type of brain matter?,PRES,OPEN,freeform,train,White matter,white matter,"The dark areas of the image are the brain's white matter, which is characterized by a smooth, shiny appearance. The dark areas are likely areas of the brain where the white matter is affected by the scan, possibly indicating abnormalities","the dark areas of the image are the brain's white matter, which is characterized by a smooth, shiny appearance. the dark areas are likely areas of the brain where the white matter is affected by the scan, possibly indicating abnormalities",False,True,CORRECT,True
571,synpic46943.jpg,HEAD,Which ventricles are visible?,ORGAN,OPEN,freeform,train,Lateral ventricles,lateral ventricles,"The image features a computed tomography (CT) scan of the brain, showing the cerebral hemispheres without any medical devices or contrast agents. The region of interest is located in the left cerebral hemisphere,","the image features a computed tomography (ct) scan of the brain, showing the cerebral hemispheres without any medical devices or contrast agents. the region of interest is located in the left cerebral hemisphere,",False,False,INCORRECT,False
572,synpic40096.jpg,HEAD,Is there a fracture?,PRES,CLOSED,para,train,No,no,No,no,True,True,,True
573,synpic40096.jpg,HEAD,Is a fracture present?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
575,synpic27402.jpg,CHEST,Is this image sufficient for a diagnosis?,OTHER,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
576,synpic27402.jpg,CHEST,Is the image enough to diagnose?,OTHER,CLOSED,para,train,No,no,Yes,yes,False,False,,False
577,synpic42307.jpg,HEAD,Would you suspect abcess or cancer for this finding?,OTHER,OPEN,freeform,train,Abscess,abscess,"Affecting 0.25% of the brain's total mass, the image displays a region of the brain that may indicate a potential abnormality, such as a cyst or a benign tumor. The region's","affecting 0.25% of the brain's total mass, the image displays a region of the brain that may indicate a potential abnormality, such as a cyst or a benign tumor. the region's",False,False,INCORRECT,False
578,synpic42307.jpg,HEAD,Is this an abscess or cancer?,OTHER,CLOSED,para,train,Abscess,abscess,Yes,yes,False,False,,False
579,synpic43648.jpg,ABD,What are the dark areas at the top of the picture?,PRES,OPEN,para,train,Large bowel,large bowel,0.00000,0.00000,False,False,INCORRECT,False
580,synpic43648.jpg,ABD,What is the dark space in the body cavity near the top of the image?,PRES,OPEN,freeform,train,Large bowel,large bowel,0.00005M,0.00005m,False,False,INCORRECT,False
581,synpic50943.jpg,CHEST,Is there a right-sided pleural effusion?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
582,synpic50943.jpg,CHEST,Is there an effusion present on the right-side?,PRES,CLOSED,para,train,no,no,No,no,True,True,,True
583,synpic16810.jpg,CHEST,Do you see a pleural effusion?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
584,synpic16810.jpg,CHEST,Is a pleural effusion present?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
585,synpic25758.jpg,ABD,Are sections of bowel recognizable?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
586,synpic33226.jpg,CHEST,Is a pleural effusion present?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
587,synpic33226.jpg,CHEST,Is there a pleural effusion?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
588,synpic31248.jpg,CHEST,Is the heart size abnormal?,SIZE,CLOSED,para,train,No,no,"Yes


The region's abnormal size is indicated by the fact that the heart is smaller than it should be, which is a potential indication of a congenital heart disease. The size of the heart is abnormal, which","yes


the region's abnormal size is indicated by the fact that the heart is smaller than it should be, which is a potential indication of a congenital heart disease. the size of the heart is abnormal, which",False,True,,False
589,synpic31248.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,freeform,train,No,no,"Yes

The region's abnormal density and size, as compared to the surrounding tissue, could indicate a possible infection or inflammation. The case of the heart is surrounded by the darker, more densely textured t","yes

the region's abnormal density and size, as compared to the surrounding tissue, could indicate a possible infection or inflammation. the case of the heart is surrounded by the darker, more densely textured t",False,True,,False
591,synpic33226.jpg,CHEST,What can be typically visualized in this plane?,OTHER,OPEN,freeform,train,lungs 	bony thoracic cavit y	mediastinum and great vessels,lungs 	bony thoracic cavit y	mediastinum and great vessels,Dense tissue,dense tissue,False,False,INCORRECT,False
592,synpic43648.jpg,ABD,In what space/cavity is the abnormal organ located?,POS,OPEN,freeform,train,retroperitoneum; retroperitoneal space,retroperitoneum; retroperitoneal space,"The region of interest is situated in the upper right quadrant of the brain, which is characterized by a hyperdense area compared to the surrounding brain tissue. This area exhibits a difference in density, which could indicate a pathological condition","the region of interest is situated in the upper right quadrant of the brain, which is characterized by a hyperdense area compared to the surrounding brain tissue. this area exhibits a difference in density, which could indicate a pathological condition",False,False,INCORRECT,False
593,synpic25758.jpg,ABD,Is the patient lying down?,OTHER,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
594,synpic46943.jpg,HEAD,How long does this imaging modality take to complete? (hours?	minutes?),OTHER,OPEN,freeform,train,~15 minutes	potentially faster with newer imaging systems,~15 minutes	potentially faster with newer imaging systems,5 minutes,5 minutes,False,True,INCORRECT,False
595,synpic16810.jpg,CHEST,Can you evaluate the kidneys 	bladde r	or ureters in this image?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
600,synpic46943.jpg,HEAD,Can you appreciate a shift of the midline?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
601,synpic46943.jpg,HEAD,Is there a midline shift?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
604,synpic60423.jpg,CHEST,Can you diagnose a pericardial effusion from this image?,OTHER,CLOSED,para,train,No,no,Yes,yes,False,False,,False
605,synpic60423.jpg,CHEST,Is this image sufficient to diagnose pericardial effusion?,OTHER,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
606,synpic46943.jpg,HEAD,Can a diagnosis or impression be made in this plane?,OTHER,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
609,synpic25758.jpg,ABD,Would perform this same modality in a patient with AKI?,OTHER,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
610,synpic25758.jpg,ABD,Are abdominal fat pads prominently visualized?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
611,synpic25758.jpg,ABD,Can you see the abdominal fat pads?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
612,synpic28378.jpg,CHEST,Is there a pleural effusion present?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
613,synpic28378.jpg,CHEST,Is there a pleural effusion,PRES,CLOSED,para,train,No,no,No,no,True,True,,True
614,synpic27402.jpg,CHEST,Did this patient sustain physical damage?,OTHER,CLOSED,para,train,no,no,Yes,yes,False,False,,False
615,synpic27402.jpg,CHEST,Do you suspect a physical injury?,OTHER,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
616,synpic44865.jpg,CHEST,Can you see all of the ribs on the left side?,PRES,CLOSED,para,train,no,no,Yes,yes,False,False,,False
617,synpic44865.jpg,CHEST,Can the left ribs be evaluated?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
618,synpic31248.jpg,CHEST,Can you appreciate a pleural effusion anywhere?,PRES,CLOSED,para,train,no,no,"Yes

This is a CT scan of a brain, showing a pleural effusion, which is a buildup of fluid in the pleural space surrounding the lungs. The pleural effusion is located in the lower left portion of","yes

this is a ct scan of a brain, showing a pleural effusion, which is a buildup of fluid in the pleural space surrounding the lungs. the pleural effusion is located in the lower left portion of",False,False,,False
619,synpic31248.jpg,CHEST,Is pleural effusion present?,PRES,CLOSED,freeform,train,no,no,"Yes

This is a CT scan of a brain, likely an axial view, and it appears to be a normal brain without any abnormalities.

The region of interest is a small area with a unique appearance, possibly indicating a","yes

this is a ct scan of a brain, likely an axial view, and it appears to be a normal brain without any abnormalities.

the region of interest is a small area with a unique appearance, possibly indicating a",False,True,,False
620,synpic30215.jpg,ABD,Are adrenal glands present in this image?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
621,synpic30215.jpg,ABD,Can you see the adrenals?,PRES,CLOSED,para,train,no,no,Yes,yes,False,False,,False
622,synpic57935.jpg,HEAD,Did the problem originate in the brain?,OTHER,CLOSED,para,train,no,no,Yes,yes,False,False,,False
623,synpic57935.jpg,HEAD,Do you suspect a primary brain process?,OTHER,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
628,synpic33226.jpg,CHEST,Does the left humerus appear to be fractured?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
629,synpic33226.jpg,CHEST,Is there a fracture of the left humerus?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
630,synpic43648.jpg,ABD,Can this plane detect an aortic aneurysm 	if present?,OTHER,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
631,synpic47196.jpg,ABD,Can a diagnosis of appendicitis be made from this image?,OTHER,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
632,synpic47196.jpg,ABD,Is this confirmed appendicitis?,OTHER,CLOSED,para,train,No,no,Yes,yes,False,False,,False
633,synpic33226.jpg,CHEST,Are both lungs abnormally inflated?,ABN,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
634,synpic40096.jpg,HEAD,Can you visualize the 4th ventricle?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
635,synpic40096.jpg,HEAD,Is the 4th ventricle present in this image?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
636,synpic44865.jpg,CHEST,Can a pleural effusion be appreciated on the right side?,PRES,CLOSED,para,train,no,no,Yes,yes,False,False,,False
637,synpic44865.jpg,CHEST,Is there a right-sided pleural effusion?,PRES,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
638,synpic38263.jpg,HEAD,Do you suspect a physical injury or a medical process?,OTHER,CLOSED,freeform,train,Medical process,medical process,Yes,yes,False,False,,False
639,synpic38263.jpg,HEAD,What is the cause of this finding: medical process or physical injury?,OTHER,CLOSED,para,train,Medical process,medical process,Yes,yes,False,False,,False
640,synpic46943.jpg,HEAD,Does the skull appear fractured?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
641,synpic46943.jpg,HEAD,Is there a skull fracture?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
642,synpic49027.jpg,HEAD,what is the secondary pathology?,ABN,OPEN,freeform,train,moderate edema,moderate edema,Affected brain tissue,affected brain tissue,False,False,CORRECT,True
643,synpic49027.jpg,HEAD,What is the secondary abnormality in this image?,ABN,OPEN,para,train,moderate edema,moderate edema,"The image shows a brain CT scan of the head, indicating that the brain is the primary structure affected. The abnormality is characterized by a dark or darker area compared to the surrounding brain tissue, which is indicative of a potential","the image shows a brain ct scan of the head, indicating that the brain is the primary structure affected. the abnormality is characterized by a dark or darker area compared to the surrounding brain tissue, which is indicative of a potential",False,False,INCORRECT,False
644,synpic41325.jpg,HEAD,Is this an anoxic injury?,OTHER,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
645,synpic41325.jpg,HEAD,Is there anoxic brain infarction?,OTHER,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
652,synpic18651.jpg,CHEST,Does this image show heart failure?,OTHER,CLOSED,para,train,yes,yes,"Yes

The region's abdomen contains 24,864,866,000 bytes, which is 0.00% of the region's total size.

The region's","yes

the region's abdomen contains 24,864,866,000 bytes, which is 0.00% of the region's total size.

the region's",False,True,,False
653,synpic18651.jpg,CHEST,is this heart failure,OTHER,CLOSED,freeform,train,yes,yes,0.100.100.100.100.100.100.100.100.100.100.100.100,0.100.100.100.100.100.100.100.100.100.100.100.100,False,False,,False
656,synpic46976.jpg,CHEST,is the heart enlarged?,SIZE,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
657,synpic46976.jpg,CHEST,Is there cardiomegaly?,SIZE,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
658,synpic32962.jpg,CHEST,Is this coronal plane?,PLANE,CLOSED,freeform,train,yes,yes,"Yes

FINDING ADOPTION:","yes

finding adoption:",False,True,,False
659,synpic51926.jpg,ABD,is the stomach wall thickened?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
660,synpic51926.jpg,ABD,Is there thickening of the gastric wall?,PRES,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
661,synpic24424.jpg,ABD,What is the location of the mass,POS,OPEN,para,train,anterior to the transverse colon,anterior to the transverse colon,"The image shows the upper part of a brain, with the lower half not visible. The region of interest, located in the middle-left area, appears to have an abnormal density compared to the surrounding brain tissue. This abnormal density could","the image shows the upper part of a brain, with the lower half not visible. the region of interest, located in the middle-left area, appears to have an abnormal density compared to the surrounding brain tissue. this abnormal density could",False,False,INCORRECT,False
