qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains,llm_judge,llm_judge_correct
753,synpic21700.jpg,ABD,is there inflammation?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
754,synpic22037.jpg,CHEST,Is the chest xray underexposed?,OTHER,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
755,synpic22037.jpg,CHEST,Is this image underexposed?,OTHER,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
756,synpic56388.jpg,HEAD,Can you appreciate hemorrhage in this image?,PRES,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
757,synpic56388.jpg,HEAD,Is there hemorrhage,PRES,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
758,synpic31259.jpg,CHEST,This radiograph contains what foreign body?,PRES,OPEN,para,train,sternotomy wires and surgical clips,sternotomy wires and surgical clips,Tissue,tissue,False,False,INCORRECT,False
759,synpic31259.jpg,CHEST,what is the foreign body,PRES,OPEN,freeform,train,sternotomy wires and surgical clips,sternotomy wires and surgical clips,Tissue,tissue,False,False,INCORRECT,False
762,synpic22037.jpg,CHEST,what is the plane?,PLANE,OPEN,freeform,train,coronal,coronal,Airplane,airplane,False,False,INCORRECT,False
763,synpic39301.jpg,HEAD,What modality is shown?,MODALITY,OPEN,freeform,train,FLAIR MRI,flair mri,MRI,mri,False,True,CORRECT,True
764,synpic51872.jpg,CHEST,Do you see a cavitary lesion in this chest xray?,PRES,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
765,synpic51872.jpg,CHEST,is there a cavitary lesion?,PRES,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
767,synpic27047.jpg,CHEST,Does this patient have cardiomegaly?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
769,synpic21042.jpg,CHEST,Is this patient intubated?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
770,synpic20208.jpg,ABD,Is there intraperitoneal hemorrhage present in this image?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
771,synpic31467.jpg,ABD,Can the kidneys be visualized in this CT scan?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
772,synpic22310.jpg,ABD,Where can omental caking be seen in this image?,POS,OPEN,freeform,train,Left lateral aspect of anterior peritoneum,left lateral aspect of anterior peritoneum,In abdomen,in abdomen,False,False,CORRECT,True
774,synpic16170.jpg,CHEST,Where is the lesion located?,POS,OPEN,freeform,train,Left mid lung,left mid lung,Lung,lung,False,True,CORRECT,True
775,synpic21042.jpg,CHEST,Is this a PA image?,PLANE,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
776,synpic33378.jpg,CHEST,Does this patient have a pneumothorax?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
777,synpic55317.jpg,HEAD,In what ventricle is the enhancing intraventricular mass seen?,POS,OPEN,freeform,train,4th ventricle,4th ventricle,Left,left,False,False,INCORRECT,False
778,synpic35155.jpg,ABD,What signs of appendicitis are seen in this image?,OTHER,OPEN,freeform,train,"Fat stranding around the appendix, thickened appendiceal walls, dilated appendix, and an appendicolith is seen as well","fat stranding around the appendix, thickened appendiceal walls, dilated appendix, and an appendicolith is seen as well",Pain,pain,False,False,INCORRECT,False
779,synpic100132.jpg,CHEST,Does this radiograph contain parts of the cardiovascular system?,ORGAN,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
780,synpic55317.jpg,HEAD,Does this patient have a skull fracture?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
781,synpic53635.jpg,ABD,Does this image show a normal gallbladder?,ABN,CLOSED,freeform,train,No,no,No,no,True,True,,True
782,synpic22982.jpg,ABD,Is there fat stranding around the appendix?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
783,synpic100132.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,freeform,train,No,no,No,no,True,True,,True
784,synpic51282.jpg,HEAD,How would you describe this lesion?,ATTRIB,OPEN,freeform,train,Ring enhancing lesion in the right frontal lobe,ring enhancing lesion in the right frontal lobe,Round,round,False,False,INCORRECT,False
785,synpic16520.jpg,HEAD,Is there acute blood present on this head CT?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
787,synpic33378.jpg,CHEST,Does this patient have a pleural effusion?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
788,synpic100132.jpg,CHEST,Was this image taken in the AP or PA plane?,PLANE,CLOSED,freeform,train,PA,pa,Yes,yes,False,False,,False
789,synpic34854.jpg,HEAD,What region of the brain shows hyperintensity?,POS,OPEN,freeform,train,Right lenticular nucleus,right lenticular nucleus,Frontal lobe,frontal lobe,False,False,INCORRECT,False
792,synpic28355.jpg,CHEST,Does this xray show an intubated patient?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
793,synpic53635.jpg,ABD,Is this an axial image?,PLANE,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
794,synpic33378.jpg,CHEST,Which side is the pneumothorax on?,POS,OPEN,freeform,train,Right side,right side,Left,left,False,False,INCORRECT,False
795,synpic55317.jpg,HEAD,Does this image display the CNS?,ORGAN,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
796,synpic31467.jpg,ABD,Is this CT scan enhanced by IV contrast?,MODALITY,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
797,synpic21042.jpg,CHEST,Does this image show a pneumothorax?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
798,synpic48122.jpg,ABD,What is represented by the black parts of the image within the large intestine?,PRES,OPEN,freeform,train,Air,air,Bones,bones,False,False,INCORRECT,False
799,synpic55317.jpg,HEAD,Does this image display hydrocephalus?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
800,synpic100132.jpg,CHEST,Which rib is fractured?,POS,OPEN,freeform,train,3rd rib,3rd rib,12,12,False,False,INCORRECT,False
801,synpic55317.jpg,HEAD,In what plane is this MRI taken?,PLANE,OPEN,freeform,train,Axial,axial,Axial,axial,True,True,CORRECT,True
802,synpic21042.jpg,CHEST,What type of imaging modality is seen in this image?,MODALITY,OPEN,freeform,train,X-ray plain film,x-ray plain film,X ray,x ray,False,False,CORRECT,True
803,synpic53635.jpg,ABD,"What organ is seen in the Left posterior portion of this image, to the left of the spinal column?",PRES,OPEN,freeform,train,The left kidney,the left kidney,Pancreas,pancreas,False,False,INCORRECT,False
804,synpic100132.jpg,CHEST,Is this a CT scan?,MODALITY,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
805,synpic20208.jpg,ABD,What solid organ is seen on the right side of this image?,PRES,OPEN,freeform,train,The liver,the liver,Liver,liver,True,True,CORRECT,True
806,synpic21042.jpg,CHEST,What is one organ system seen in this image?,ORGAN,OPEN,freeform,train,Respiratory System,respiratory system,Respiratory,respiratory,False,True,CORRECT,True
807,synpic28355.jpg,CHEST,Is this xray suggestive of aortic dissection?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
808,synpic16170.jpg,CHEST,Does this patient have any fractured ribs?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
809,synpic53635.jpg,ABD,Is there fat stranding shown in this image?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
810,synpic35155.jpg,ABD,What part of the body is being imaged?,ORGAN,OPEN,freeform,train,The abdomen,the abdomen,Abdomen,abdomen,True,True,CORRECT,True
811,synpic27047.jpg,CHEST,What type of imaging modality is this?,MODALITY,OPEN,freeform,train,Xray - plain film,xray - plain film,X-ray,x-ray,False,True,CORRECT,True
812,synpic22310.jpg,ABD,What abnormality can be seen in the greater omentum?,PRES,OPEN,freeform,train,Omental caking,omental caking,Cyst,cyst,False,False,INCORRECT,False
813,synpic22310.jpg,ABD,Is this a contrast enhanced image?,MODALITY,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
814,synpic55317.jpg,HEAD,Is this an MRI?,MODALITY,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
815,synpic31467.jpg,ABD,Is the width of the abdominal aorta within normal limits?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
816,synpic34854.jpg,HEAD,What type of MRI sequence is this?,MODALITY,OPEN,freeform,train,Diffusion Weighted Imaging (DWI),diffusion weighted imaging (dwi),T2,t2,False,False,INCORRECT,False
818,synpic21028.jpg,ABD,Is this image enhanced by contrast?,MODALITY,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
820,synpic51282.jpg,HEAD,What lobe of the brain is the lesion found in?,POS,OPEN,freeform,train,The right frontal lobe,the right frontal lobe,Frontal,frontal,False,True,CORRECT,True
821,synpic21028.jpg,ABD,There is a mass found in which organ?,POS,OPEN,freeform,train,The pancreas,the pancreas,Pancreas,pancreas,True,True,CORRECT,True
822,synpic22982.jpg,ABD,Does the appendix appear normal?,ABN,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
823,synpic35155.jpg,ABD,Was this a contrast CT or a non-contrast CT?,MODALITY,CLOSED,freeform,train,Contrast CT with GI and IV contrast,contrast ct with gi and iv contrast,Yes,yes,False,False,,False
824,synpic55286.jpg,HEAD,Do we see diffuse cerebral edema in this MRI?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
825,synpic100132.jpg,CHEST,What is the difference between the left and right costophrenic angles?,OTHER,OPEN,freeform,train,The left costophrenic angle is blunted,the left costophrenic angle is blunted,Left is lower,left is lower,False,False,INCORRECT,False
826,synpic27047.jpg,CHEST,Is there a clavicle fracture shown in this radiograph?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
827,synpic34854.jpg,HEAD,On which side of the brain is the infarction?,POS,OPEN,freeform,train,Right side,right side,Left,left,False,False,INCORRECT,False
828,synpic22684.jpg,ABD,There is a large enhancing mass growing from what organ in this CT scan?,PRES,OPEN,freeform,train,The left kidney,the left kidney,Liver,liver,False,False,INCORRECT,False
829,synpic16520.jpg,HEAD,Is this a contrast CT or a non-contrast CT?,MODALITY,CLOSED,freeform,train,Non-contrast CT,non-contrast ct,Yes,yes,False,False,,False
830,synpic21037.jpg,CHEST,Does this patient have an endotracheal tube placed?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
831,synpic38858.jpg,HEAD,Which lobe of the brain demonstrates a hyper-intense signal in this T2 weighted MRI image?,POS,OPEN,freeform,train,The left occipital lobe,the left occipital lobe,Frontal,frontal,False,False,INCORRECT,False
832,synpic21037.jpg,CHEST,Does this CXR display pneumoperitoneum?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
833,synpic35155.jpg,ABD,Is the appendix seen in this image ruptured?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
834,synpic22684.jpg,ABD,Can the liver be seen in this image?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
835,synpic53635.jpg,ABD,What imaging modality is seen here?,MODALITY,OPEN,freeform,train,CT with GI and IV contrast,ct with gi and iv contrast,Ultrasound,ultrasound,False,False,INCORRECT,False
836,synpic48122.jpg,ABD,Can you see intraperitoneal bleeding in this CT?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
837,synpic22684.jpg,ABD,What vessel is seen just anterior to the spine enhancing with contrast?,PRES,OPEN,freeform,train,The aorta,the aorta,Aorta,aorta,True,True,CORRECT,True
838,synpic20208.jpg,ABD,What two large vessels are seen directly anterior to the spinal column?,PRES,OPEN,freeform,train,The aorta and the inferior vena cava,the aorta and the inferior vena cava,Aorta and vena cava,aorta and vena cava,False,False,CORRECT,True
839,synpic35155.jpg,ABD,Is the appendix seen in this image inflamed?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
841,synpic20208.jpg,ABD,Does this image display the contents of the abdomen?,ORGAN,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
842,synpic21037.jpg,CHEST,Which side of the image is the thoracic mass located on?,POS,OPEN,freeform,train,Left side,left side,Left,left,False,True,CORRECT,True
843,synpic22982.jpg,ABD,Was contrast used with this image?,MODALITY,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
844,synpic21042.jpg,CHEST,Does this image show a pleural effusion?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
850,synpic45914.jpg,HEAD,Where is the bleed?,POS,OPEN,para,train,Subarachnoid,subarachnoid,Brain,brain,False,False,CORRECT,True
851,synpic45914.jpg,HEAD,What kind of brain bleed is this?,PRES,OPEN,freeform,train,Subarachnoid,subarachnoid,Subdural,subdural,False,False,INCORRECT,False
853,synpic54004.jpg,HEAD,Where is the enhancement in left rectus muscles?,POS,OPEN,para,train,Medial rectus,medial rectus,Left,left,False,False,CORRECT,True
854,synpic54004.jpg,HEAD,Which rectus muscles are enhanced on the left?,POS,OPEN,freeform,train,Medial rectus,medial rectus,None,none,False,False,CORRECT,True
855,synpic28180.jpg,ABD,How do you tell which side is R vs L?,OTHER,OPEN,freeform,train,Imagine the patient is laying down and you are looking from the feet,imagine the patient is laying down and you are looking from the feet,Left,left,False,False,CORRECT,True
856,synpic22156.jpg,ABD,How can you tell contrast has been give orally?,OTHER,OPEN,freeform,train,Bowel contents light up on image,bowel contents light up on image,No,no,False,False,INCORRECT,False
861,synpic22156.jpg,ABD,Is the Saggital plane?,PLANE,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
862,synpic17848.jpg,CHEST,What type of image is this?,MODALITY,OPEN,freeform,train,Chest xray,chest xray,Medical,medical,False,False,CORRECT,True
863,synpic17848.jpg,CHEST,Is there evidence of pneumothorax?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
864,synpic17848.jpg,CHEST,Is there a pneumothorax?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
865,synpic54802.jpg,HEAD,What side are the infarcts located?,POS,OPEN,freeform,train,Bilateral,bilateral,Left,left,False,False,INCORRECT,False
866,synpic54802.jpg,HEAD,Where are the infarcts seen?,POS,OPEN,para,train,Bilateral,bilateral,Brain,brain,False,False,CORRECT,True
867,synpic16407.jpg,CHEST,Are the pulmonary arteries enlarged?,SIZE,CLOSED,freeform,train,Yes,yes,No,no,False,False,,False
868,synpic16407.jpg,CHEST,Do the pulmonary arteries appear enlarged?,SIZE,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
869,synpic35191.jpg,HEAD,Is this an mri?,MODALITY,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
870,synpic45634.jpg,HEAD,How would you describe the lesions?,ATTRIB,OPEN,para,train,Loculated,loculated,Large,large,False,False,INCORRECT,False
871,synpic45634.jpg,HEAD,What is one adjective to describe the lesion(s)?,ATTRIB,OPEN,freeform,train,Loculated,loculated,Large,large,False,False,INCORRECT,False
876,synpic35191.jpg,HEAD,Are the lesions in the cerebellum?,POS,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
877,synpic22097.jpg,CHEST,What kind of image is this?,MODALITY,OPEN,freeform,train,chest x Ray,chest x ray,Medical,medical,False,False,CORRECT,True
878,synpic22097.jpg,CHEST,What modality is this?,MODALITY,OPEN,para,train,chest x Ray,chest x ray,X-ray,x-ray,False,False,CORRECT,True
879,synpic17848.jpg,CHEST,Are the findings normal?,ABN,CLOSED,para,train,No,no,No,no,True,True,,True
880,synpic17848.jpg,CHEST,Is this a normal image?,ABN,CLOSED,freeform,train,No,no,No,no,True,True,,True
881,synpic54004.jpg,HEAD,Where is the enhancement in right rectus muscles?,POS,OPEN,para,train,Medial and lateral rectus,medial and lateral rectus,Nowhere,nowhere,False,False,INCORRECT,False
882,synpic54004.jpg,HEAD,Which Rectus muscles are enhanced on the right?,POS,OPEN,freeform,train,Medial and lateral rectus,medial and lateral rectus,None,none,False,False,INCORRECT,False
883,synpic28180.jpg,ABD,Is this normal gallbladder finding?,ABN,CLOSED,freeform,train,no,no,No,no,True,True,,True
884,synpic49862.jpg,HEAD,Does the lesion demonstrate ring enhancement?,ATTRIB,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
885,synpic49862.jpg,HEAD,Is this lesion ring enhancing?,ATTRIB,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
887,synpic53097.jpg,HEAD,Is there evidence of calcification?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
888,synpic53097.jpg,HEAD,Is the mass calcified?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
889,synpic53097.jpg,HEAD,What is the location of the mass?,SIZE,OPEN,para,train,Pineal gland,pineal gland,Brain,brain,False,False,CORRECT,True
890,synpic53097.jpg,HEAD,Where is the mass located?,SIZE,OPEN,freeform,train,Pineal gland,pineal gland,Brain,brain,False,False,CORRECT,True
891,synpic28180.jpg,ABD,Do you always recommend using both IV and oral contrast?,OTHER,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
892,synpic16407.jpg,CHEST,Are the lungs hyperinflated?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
893,synpic16407.jpg,CHEST,Do the lungs appear hyperinflated?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
894,synpic26248.jpg,CHEST,The air fluid level is in which location?,POS,OPEN,para,train,Cardiac region,cardiac region,Lung,lung,False,False,INCORRECT,False
895,synpic26248.jpg,CHEST,Where is there an air fluid level?,POS,OPEN,freeform,train,Cardiac region,cardiac region,Lungs,lungs,False,False,INCORRECT,False
898,synpic45914.jpg,HEAD,Do you see dependent layering in the occipital horns of the lateral ventricles?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
899,synpic45914.jpg,HEAD,Is there dependent layering in the occipital horns of the lateral ventricles?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
900,synpic54802.jpg,HEAD,What do the hyperdensities represent?,PRES,OPEN,para,train,Infarct,infarct,Blood,blood,False,False,INCORRECT,False
901,synpic54802.jpg,HEAD,What are the hyperdensities indicative of?,PRES,OPEN,freeform,train,Infarct,infarct,Inflammation,inflammation,False,False,INCORRECT,False
902,synpic22156.jpg,ABD,What could cause this finding?,OTHER,OPEN,freeform,train,Congenital developmental disorder? History of surgery and past manipulation?,congenital developmental disorder? history of surgery and past manipulation?,Cancer,cancer,False,False,INCORRECT,False
903,synpic57813.jpg,HEAD,What type of image modality is this?,MODALITY,OPEN,freeform,train,MR FLAIR,mr flair,Mri,mri,False,False,CORRECT,True
904,synpic57813.jpg,HEAD,Which image modality is this?,MODALITY,OPEN,para,train,MR FLAIR,mr flair,Mri,mri,False,False,CORRECT,True
905,synpic17693.jpg,CHEST,How is the image oriented?,PLANE,OPEN,para,train,PA,pa,Upside down,upside down,False,False,CORRECT,True
906,synpic17693.jpg,CHEST,What plane is this X-ray in?,PLANE,OPEN,freeform,train,PA,pa,Body,body,False,False,INCORRECT,False
907,synpic54004.jpg,HEAD,Are the enhanced muscles also enlarged?,SIZE,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
908,synpic54004.jpg,HEAD,Do the enhanced muscles appear enlarged?,SIZE,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
909,synpic41119.jpg,ABD,What side of the abdomen is the aorta on?,POS,OPEN,freeform,train,Left,left,Left,left,True,True,CORRECT,True
910,synpic41119.jpg,ABD,Where is the aorta located relative to the midline?,POS,OPEN,para,train,Left,left,Left,left,True,True,CORRECT,True
911,synpic22097.jpg,CHEST,Which side is abnormal?,POS,OPEN,para,train,Left,left,Left,left,True,True,CORRECT,True
912,synpic22097.jpg,CHEST,Which lung has a defect?,POS,OPEN,freeform,train,Left,left,Left,left,True,True,CORRECT,True
916,synpic45634.jpg,HEAD,What area is abnormal?,POS,OPEN,para,train,Right cerebellum,right cerebellum,Brain,brain,False,False,CORRECT,True
917,synpic45634.jpg,HEAD,Where is/are the abnormality located?,POS,OPEN,freeform,train,Right cerebellum,right cerebellum,Brain,brain,False,False,CORRECT,True
920,synpic57813.jpg,HEAD,In which area of the brain are the infarcts found?,POS,OPEN,para,train,Right Cerebellum,right cerebellum,Left,left,False,False,INCORRECT,False
921,synpic57813.jpg,HEAD,Where are the infarcts located?,POS,OPEN,freeform,train,Right Cerebellum,right cerebellum,Brain,brain,False,False,CORRECT,True
922,synpic17848.jpg,CHEST,What organ systems can be evaluated with this image?,ORGAN,OPEN,freeform,train,Respiratory 	cardia c	musculoskeletal,respiratory 	cardia c	musculoskeletal,Respiratory,respiratory,False,True,CORRECT,True
925,synpic52732.jpg,HEAD,What side is the lesion located on?,POS,OPEN,freeform,train,Right,right,Left,left,False,False,INCORRECT,False
926,synpic52732.jpg,HEAD,Where is the lesion?,POS,OPEN,para,train,Right,right,Brain,brain,False,False,INCORRECT,False
927,synpic52732.jpg,HEAD,Is the lesion located in gray or white matter?,POS,CLOSED,freeform,train,White matter,white matter,Yes,yes,False,False,,False
928,synpic52732.jpg,HEAD,Is the lesion seen in the gray or white matter?,POS,CLOSED,para,train,White matter,white matter,Yes,yes,False,False,,False
929,synpic45634.jpg,HEAD,Are the findings normal?,ABN,CLOSED,para,train,No,no,No,no,True,True,,True
930,synpic45634.jpg,HEAD,Is this image normal?,ABN,CLOSED,freeform,train,No,no,No,no,True,True,,True
931,synpic59131.jpg,HEAD,how can you tell this is a T2 weighted image?,OTHER,OPEN,freeform,train,CSF is white,csf is white,No,no,False,False,INCORRECT,False
932,synpic17848.jpg,CHEST,Is this image best taken on expiration?,PLANE,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
934,synpic59131.jpg,HEAD,What is the best MRI weighting for ring enhancing lesions?,OTHER,OPEN,freeform,train,T2,t2,FLAIR,flair,False,False,INCORRECT,False
935,synpic59131.jpg,HEAD,What is seen in the occipital lobe?,PRES,OPEN,freeform,train,Ring enhancing lesion,ring enhancing lesion,Brain,brain,False,False,INCORRECT,False
936,synpic59131.jpg,HEAD,What is abnormal about the occipital lobe?,PRES,OPEN,para,train,Ring enhancing lesion,ring enhancing lesion,Nothing,nothing,False,False,INCORRECT,False
937,synpic57813.jpg,HEAD,Does the R vertebral artery appear normal?,ABN,CLOSED,para,train,No,no,Yes,yes,False,False,,False
938,synpic57813.jpg,HEAD,Is the Right vertebral artery normal?,ABN,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
940,synpic41119.jpg,ABD,What plane is this image in?,PLANE,OPEN,freeform,train,Axial,axial,X,x,False,True,CORRECT,True
941,synpic41119.jpg,ABD,Which plane is the image shown in?,PLANE,OPEN,para,train,Axial,axial,X,x,False,True,CORRECT,True
942,synpic35191.jpg,HEAD,Where are the lesions located?,POS,OPEN,freeform,train,bilateral cerebellum,bilateral cerebellum,Brain,brain,False,False,CORRECT,True
944,synpic22097.jpg,CHEST,Do you see fluid in the left lung?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
945,synpic22097.jpg,CHEST,Is there fluid in the left lung?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
946,synpic49862.jpg,HEAD,Where is the lesion located?,POS,OPEN,para,train,Left Parietal lobe,left parietal lobe,Brain,brain,False,False,CORRECT,True
947,synpic49862.jpg,HEAD,Which lobe is the lesion in?,POS,OPEN,freeform,train,Left Parietal lobe,left parietal lobe,Left,left,False,True,CORRECT,True
948,synpic40520.jpg,CHEST,Does the heart appear normal size?,SIZE,CLOSED,para,train,No,no,Yes,yes,False,False,,False
949,synpic40520.jpg,CHEST,Is the width of the cardiac silhouette normal?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
950,synpic16407.jpg,CHEST,What type of image is this?,MODALITY,OPEN,freeform,train,Chest X-ray,chest x-ray,Medical,medical,False,False,CORRECT,True
951,synpic16407.jpg,CHEST,What image modality is this?,MODALITY,OPEN,para,train,Chest X-ray,chest x-ray,X-ray,x-ray,False,True,CORRECT,True
952,synpic26248.jpg,CHEST,What are the hyperdense findings in the mediastinum?,PRES,OPEN,freeform,train,Sternal wires,sternal wires,Lung,lung,False,False,INCORRECT,False
953,synpic26248.jpg,CHEST,What are seen as hyperdense in the mediastinum of this image?,PRES,OPEN,para,train,Sternal wires,sternal wires,Ribs,ribs,False,False,INCORRECT,False
954,synpic45914.jpg,HEAD,Any evidence of epidural or subdural hematoma?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
955,synpic45914.jpg,HEAD,Are there epidural or subdural bleeds as well?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
956,synpic53097.jpg,HEAD,Is there evidence of hemorrhage?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
957,synpic53097.jpg,HEAD,Is the mass hemorrhagic?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
958,synpic18896.jpg,CHEST,What is the abnormality seen above the heart on the patient's right side?,PRES,OPEN,para,train,right sided aortic arch,right sided aortic arch,Heart,heart,False,False,INCORRECT,False
959,synpic18896.jpg,CHEST,what is the bump seen above the heart on the patient's right side?,PRES,OPEN,freeform,train,right sided aortic arch,right sided aortic arch,Rib,rib,False,False,INCORRECT,False
961,synpic23631.jpg,HEAD,Brain structure shown in this image?,PRES,OPEN,para,train,cerebellum,cerebellum,Cranium,cranium,False,False,INCORRECT,False
962,synpic23631.jpg,HEAD,What part of the brain is seen in this image?,PRES,OPEN,freeform,train,cerebellum,cerebellum,Cerebellum,cerebellum,True,True,CORRECT,True
964,synpic37605.jpg,HEAD,What lobe of the brain is the lesion located in?,POS,OPEN,freeform,train,Right frontal lobe,right frontal lobe,Frontal,frontal,False,True,CORRECT,True
965,synpic37605.jpg,HEAD,Where is the brain lesion located?,POS,OPEN,para,train,Right frontal lobe,right frontal lobe,Left,left,False,False,INCORRECT,False
968,synpic31394.jpg,CHEST,In what plane is the above taken?,PLANE,OPEN,freeform,train,PA,pa,Front,front,False,False,INCORRECT,False
969,synpic60254.jpg,HEAD,Is the image above oriented in the axial plane?,PLANE,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
970,synpic52828.jpg,ABD,Is this image taken with or without contrast?,MODALITY,OPEN,freeform,train,with contrast,with contrast,Without,without,False,False,INCORRECT,False
971,synpic52828.jpg,ABD,Was contrast used to take this image?,MODALITY,OPEN,para,train,with contrast,with contrast,Yes,yes,False,False,CORRECT,True
972,synpic32970.jpg,CHEST,Are there any bone fractures present?,PRES,CLOSED,para,train,No,no,No,no,True,True,,True
973,synpic32970.jpg,CHEST,Does the patient have any bone fractures?,PRES,CLOSED,freeform,train,No,no,No,no,True,True,,True
978,synpic27277.jpg,CHEST,Are the patients' ribs symmetric on both sides?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
979,synpic27277.jpg,CHEST,Is there symmetry of the patient's ribs on both sides?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
980,synpic46062.jpg,HEAD,What is the location of the mass?,POS,OPEN,para,train,sella and suprasellar cistern,sella and suprasellar cistern,Brain,brain,False,False,CORRECT,True
981,synpic46062.jpg,HEAD,Where is the mass located?,POS,OPEN,freeform,train,sella and suprasellar cistern,sella and suprasellar cistern,Brain,brain,False,False,INCORRECT,False
984,synpic17153.jpg,HEAD,MRI imaging modality used for this image?,MODALITY,OPEN,para,train,T2 weighted,t2 weighted,MRI,mri,False,False,CORRECT,True
985,synpic17153.jpg,HEAD,What type of MRI is used to acquire this image?,MODALITY,OPEN,freeform,train,T2 weighted,t2 weighted,Brain,brain,False,False,CORRECT,True
986,synpic30273.jpg,ABD,"The patient's left contains a bright round organ, what is it?",PRES,OPEN,para,train,Left kidney,left kidney,Stomach,stomach,False,False,INCORRECT,False
987,synpic30273.jpg,ABD,What is the bright round organ seen on the patient's left?,PRES,OPEN,freeform,train,Left kidney,left kidney,Stomach,stomach,False,False,INCORRECT,False
