qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains,llm_judge,llm_judge_correct
903,synpic57813.jpg,HEAD,What type of image modality is this?,MODALITY,OPEN,freeform,train,MR FLAIR,mr flair,CT scan (Computed Tomography),ct scan (computed tomography),False,False,INCORRECT,False
904,synpic57813.jpg,HEAD,Which image modality is this?,MODALITY,OPEN,para,train,MR FLAIR,mr flair,CT scan (Computed Tomography) (not specified in the caption),ct scan (computed tomography) (not specified in the caption),False,False,INCORRECT,False
905,synpic17693.jpg,CHEST,How is the image oriented?,PLANE,OPEN,para,train,PA,pa,Not specified (Horizontal center),not specified (horizontal center),False,False,INCORRECT,False
906,synpic17693.jpg,CHEST,What plane is this X-ray in?,PLANE,OPEN,freeform,train,PA,pa,"Transverse and longitudinal (axial, coronal, sagittal) planes may be present in the image. However, the specific orientation cannot be determined from the caption.","transverse and longitudinal (axial, coronal, sagittal) planes may be present in the image. however, the specific orientation cannot be determined from the caption.",False,False,INCORRECT,False
907,synpic54004.jpg,HEAD,Are the enhanced muscles also enlarged?,SIZE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
908,synpic54004.jpg,HEAD,Do the enhanced muscles appear enlarged?,SIZE,CLOSED,para,train,yes,yes,Yes,yes,True,True,,True
909,synpic41119.jpg,ABD,What side of the abdomen is the aorta on?,POS,OPEN,freeform,train,Left,left,"Left-center, upper-middle area of the image (not shown) (from the caption)","left-center, upper-middle area of the image (not shown) (from the caption)",False,True,INCORRECT,False
910,synpic41119.jpg,ABD,Where is the aorta located relative to the midline?,POS,OPEN,para,train,Left,left,"Near the midline, close to the brain structures and other organs in the abdomen and pelvis.","near the midline, close to the brain structures and other organs in the abdomen and pelvis.",False,False,INCORRECT,False
911,synpic22097.jpg,CHEST,Which side is abnormal?,POS,OPEN,para,train,Left,left,"Right-center, middle vertically, middle horizontally, lower-middle horizontally, middle horizontally, middle horizontally, middle horizontally, middle horizontally, middle horizontally, middle horizontally,","right-center, middle vertically, middle horizontally, lower-middle horizontally, middle horizontally, middle horizontally, middle horizontally, middle horizontally, middle horizontally, middle horizontally,",False,False,INCORRECT,False
912,synpic22097.jpg,CHEST,Which lung has a defect?,POS,OPEN,freeform,train,Left,left,"Left lung, lower-middle area, middle of the image horizontally, lower-middle area vertically, middle of the image horizontally, lower-middle area vertically (right-center) (middle of the image horizontally","left lung, lower-middle area, middle of the image horizontally, lower-middle area vertically, middle of the image horizontally, lower-middle area vertically (right-center) (middle of the image horizontally",False,True,CORRECT,True
916,synpic45634.jpg,HEAD,What area is abnormal?,POS,OPEN,para,train,Right cerebellum,right cerebellum,"Brain parenchyma, cerebral hemispheres, cerebellum, brainstem, and cranial nerves (not shown) and cranial vault (not shown) and cranial n","brain parenchyma, cerebral hemispheres, cerebellum, brainstem, and cranial nerves (not shown) and cranial vault (not shown) and cranial n",False,False,INCORRECT,False
917,synpic45634.jpg,HEAD,Where is/are the abnormality located?,POS,OPEN,freeform,train,Right cerebellum,right cerebellum,"Brain parenchyma, near ventricles and cerebral cortex structures (white matter) and adjacent to cerebral hemispheres and cerebellum (gray matter) and cerebral cortex","brain parenchyma, near ventricles and cerebral cortex structures (white matter) and adjacent to cerebral hemispheres and cerebellum (gray matter) and cerebral cortex",False,False,CORRECT,True
920,synpic57813.jpg,HEAD,In which area of the brain are the infarcts found?,POS,OPEN,para,train,Right Cerebellum,right cerebellum,"Left-center, middle, lower-middle, lower-right, right-center, right-middle, right-lower, right-middle, right-lower-middle, right-middle-middle, right-middle-lower, right-","left-center, middle, lower-middle, lower-right, right-center, right-middle, right-lower, right-middle, right-lower-middle, right-middle-middle, right-middle-lower, right-",False,False,INCORRECT,False
921,synpic57813.jpg,HEAD,Where are the infarcts located?,POS,OPEN,freeform,train,Right Cerebellum,right cerebellum,"Left-center, middle, right-center, lower-middle, lower-right, upper-middle, upper-right, upper-middle, upper-right, upper-middle, upper-right, upper-middle, upper-right,","left-center, middle, right-center, lower-middle, lower-right, upper-middle, upper-right, upper-middle, upper-right, upper-middle, upper-right, upper-middle, upper-right,",False,False,INCORRECT,False
922,synpic17848.jpg,CHEST,What organ systems can be evaluated with this image?,ORGAN,OPEN,freeform,train,Respiratory 	cardia c	musculoskeletal,respiratory 	cardia c	musculoskeletal,"Respiratory, cardiovascular, digestive, urinary, reproductive, endocrine, and nervous systems (affecting the lungs, heart, and other organs)","respiratory, cardiovascular, digestive, urinary, reproductive, endocrine, and nervous systems (affecting the lungs, heart, and other organs)",False,False,INCORRECT,False
925,synpic52732.jpg,HEAD,What side is the lesion located on?,POS,OPEN,freeform,train,Right,right,"Left-center, middle vertically (cerebellum) and middle horizontally (brainstem) (cerebellum) and middle horizontally (brainstem) (cerebellum) and middle horizontally","left-center, middle vertically (cerebellum) and middle horizontally (brainstem) (cerebellum) and middle horizontally (brainstem) (cerebellum) and middle horizontally",False,False,INCORRECT,False
926,synpic52732.jpg,HEAD,Where is the lesion?,POS,OPEN,para,train,Right,right,"Left-center, middle vertically, lower-middle horizontally (cerebellum) and middle-right, upper-middle horizontally (brainstem) and middle-left, upper-middle horizontally (cere","left-center, middle vertically, lower-middle horizontally (cerebellum) and middle-right, upper-middle horizontally (brainstem) and middle-left, upper-middle horizontally (cere",False,True,INCORRECT,False
927,synpic52732.jpg,HEAD,Is the lesion located in gray or white matter?,POS,CLOSED,freeform,train,White matter,white matter,Yes,yes,False,False,,False
928,synpic52732.jpg,HEAD,Is the lesion seen in the gray or white matter?,POS,CLOSED,para,train,White matter,white matter,Yes,yes,False,False,,False
929,synpic45634.jpg,HEAD,Are the findings normal?,ABN,CLOSED,para,train,No,no,No,no,True,True,,True
930,synpic45634.jpg,HEAD,Is this image normal?,ABN,CLOSED,freeform,train,No,no,No,no,True,True,,True
931,synpic59131.jpg,HEAD,how can you tell this is a T2 weighted image?,OTHER,OPEN,freeform,train,CSF is white,csf is white,"Different appearance compared to CT images (density, texture) and may show subtle differences in brain structures and pathologies.","different appearance compared to ct images (density, texture) and may show subtle differences in brain structures and pathologies.",False,False,INCORRECT,False
932,synpic17848.jpg,CHEST,Is this image best taken on expiration?,PLANE,CLOSED,freeform,train,no,no,No (not specified in the caption),no (not specified in the caption),False,True,,False
934,synpic59131.jpg,HEAD,What is the best MRI weighting for ring enhancing lesions?,OTHER,OPEN,freeform,train,T2,t2,FLAIR (Fast Loss of Acoustic Signal) or T2-weighted imaging (T2WI) may provide better contrast and texture.,flair (fast loss of acoustic signal) or t2-weighted imaging (t2wi) may provide better contrast and texture.,False,True,CORRECT,True
935,synpic59131.jpg,HEAD,What is seen in the occipital lobe?,PRES,OPEN,freeform,train,Ring enhancing lesion,ring enhancing lesion,"Blood vessels and tissue structures (e.g., ventricles, cerebral cortex) may be affected by the pathological process.","blood vessels and tissue structures (e.g., ventricles, cerebral cortex) may be affected by the pathological process.",False,False,INCORRECT,False
936,synpic59131.jpg,HEAD,What is abnormal about the occipital lobe?,PRES,OPEN,para,train,Ring enhancing lesion,ring enhancing lesion,"Different density, texture, or size compared to surrounding brain tissue. Normal brain tissue typically has a uniform density and texture. Differences in density or texture may indicate a pathological condition. Differences in size may indicate a local","different density, texture, or size compared to surrounding brain tissue. normal brain tissue typically has a uniform density and texture. differences in density or texture may indicate a pathological condition. differences in size may indicate a local",False,False,INCORRECT,False
937,synpic57813.jpg,HEAD,Does the R vertebral artery appear normal?,ABN,CLOSED,para,train,No,no,Yes,yes,False,False,,False
938,synpic57813.jpg,HEAD,Is the Right vertebral artery normal?,ABN,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
940,synpic41119.jpg,ABD,What plane is this image in?,PLANE,OPEN,freeform,train,Axial,axial,Transverse (Horizontal) and longitudinal (Vertical) planes of the brain and surrounding structures.,transverse (horizontal) and longitudinal (vertical) planes of the brain and surrounding structures.,False,False,INCORRECT,False
941,synpic41119.jpg,ABD,Which plane is the image shown in?,PLANE,OPEN,para,train,Axial,axial,Transverse (Horizontal) and longitudinal (Vertical) planes of the brain and surrounding structures.,transverse (horizontal) and longitudinal (vertical) planes of the brain and surrounding structures.,False,False,INCORRECT,False
942,synpic35191.jpg,HEAD,Where are the lesions located?,POS,OPEN,freeform,train,bilateral cerebellum,bilateral cerebellum,"Brain parenchyma, cerebral cortex, white matter, cerebellum, brainstem, cerebral hemispheres, ventricles, cerebellum, cerebral cortex","brain parenchyma, cerebral cortex, white matter, cerebellum, brainstem, cerebral hemispheres, ventricles, cerebellum, cerebral cortex",False,False,CORRECT,True
944,synpic22097.jpg,CHEST,Do you see fluid in the left lung?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
945,synpic22097.jpg,CHEST,Is there fluid in the left lung?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
946,synpic49862.jpg,HEAD,Where is the lesion located?,POS,OPEN,para,train,Left Parietal lobe,left parietal lobe,"Left-center, middle vertically, lower-middle horizontally (within the image) (not specified in the caption) (not specified in the caption) (not specified in the caption) (not specified in the ca","left-center, middle vertically, lower-middle horizontally (within the image) (not specified in the caption) (not specified in the caption) (not specified in the caption) (not specified in the ca",False,False,INCORRECT,False
947,synpic49862.jpg,HEAD,Which lobe is the lesion in?,POS,OPEN,freeform,train,Left Parietal lobe,left parietal lobe,"Left cerebral hemisphere, middle cerebral area, white matter, ventricles, cerebral cortex, basal ganglia, thalamus, cerebellum, brainstem, c","left cerebral hemisphere, middle cerebral area, white matter, ventricles, cerebral cortex, basal ganglia, thalamus, cerebellum, brainstem, c",False,False,INCORRECT,False
948,synpic40520.jpg,CHEST,Does the heart appear normal size?,SIZE,CLOSED,para,train,No,no,Yes,yes,False,False,,False
949,synpic40520.jpg,CHEST,Is the width of the cardiac silhouette normal?,SIZE,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
950,synpic16407.jpg,CHEST,What type of image is this?,MODALITY,OPEN,freeform,train,Chest X-ray,chest x-ray,CT scan (Computed Tomography) image of the chest area.,ct scan (computed tomography) image of the chest area.,False,False,INCORRECT,False
951,synpic16407.jpg,CHEST,What image modality is this?,MODALITY,OPEN,para,train,Chest X-ray,chest x-ray,CT scan (Computed Tomography) image modality.,ct scan (computed tomography) image modality.,False,False,INCORRECT,False
952,synpic26248.jpg,CHEST,What are the hyperdense findings in the mediastinum?,PRES,OPEN,freeform,train,Sternal wires,sternal wires,"Blood or fluid collection, subdural hemorrhage, or mass effect from a nearby pathology.","blood or fluid collection, subdural hemorrhage, or mass effect from a nearby pathology.",False,False,INCORRECT,False
953,synpic26248.jpg,CHEST,What are seen as hyperdense in the mediastinum of this image?,PRES,OPEN,para,train,Sternal wires,sternal wires,Blood vessels and tissue density differences (brightness) can cause variations in density and texture within the area. Hyperdense areas may indicate the presence of blood or other substances. Variations in density and texture can be due to pathological,blood vessels and tissue density differences (brightness) can cause variations in density and texture within the area. hyperdense areas may indicate the presence of blood or other substances. variations in density and texture can be due to pathological,False,False,INCORRECT,False
954,synpic45914.jpg,HEAD,Any evidence of epidural or subdural hematoma?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
955,synpic45914.jpg,HEAD,Are there epidural or subdural bleeds as well?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
956,synpic53097.jpg,HEAD,Is there evidence of hemorrhage?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
957,synpic53097.jpg,HEAD,Is the mass hemorrhagic?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
958,synpic18896.jpg,CHEST,What is the abnormality seen above the heart on the patient's right side?,PRES,OPEN,para,train,right sided aortic arch,right sided aortic arch,"Blood clot or mass effect from a nearby pathology (e.g., intracranial hemorrhage) causing displacement of adjacent structures or compression of the right side of the heart and lungs.","blood clot or mass effect from a nearby pathology (e.g., intracranial hemorrhage) causing displacement of adjacent structures or compression of the right side of the heart and lungs.",False,False,INCORRECT,False
959,synpic18896.jpg,CHEST,what is the bump seen above the heart on the patient's right side?,PRES,OPEN,freeform,train,right sided aortic arch,right sided aortic arch,Lung or other abnormality? (not specified),lung or other abnormality? (not specified),False,False,INCORRECT,False
961,synpic23631.jpg,HEAD,Brain structure shown in this image?,PRES,OPEN,para,train,cerebellum,cerebellum,"Cerebrum, Cerebellum, Brainstem, Meninges, Blood vessels, Tissue planes, Ventricles, Cysts, Tumors, Diseased areas, Normal brain tissue, Pathological","cerebrum, cerebellum, brainstem, meninges, blood vessels, tissue planes, ventricles, cysts, tumors, diseased areas, normal brain tissue, pathological",False,True,INCORRECT,False
962,synpic23631.jpg,HEAD,What part of the brain is seen in this image?,PRES,OPEN,freeform,train,cerebellum,cerebellum,"Cerebrum, Cerebellum, Brainstem (not visible in this image)","cerebrum, cerebellum, brainstem (not visible in this image)",False,True,INCORRECT,False
964,synpic37605.jpg,HEAD,What lobe of the brain is the lesion located in?,POS,OPEN,freeform,train,Right frontal lobe,right frontal lobe,"Frontal lobe, temporal lobe, or parietal lobe (depending on the specific location) and possibly other lobes (depending on the size and nature of the lesion) (from the caption)","frontal lobe, temporal lobe, or parietal lobe (depending on the specific location) and possibly other lobes (depending on the size and nature of the lesion) (from the caption)",False,False,INCORRECT,False
965,synpic37605.jpg,HEAD,Where is the brain lesion located?,POS,OPEN,para,train,Right frontal lobe,right frontal lobe,"Left-center, middle vertically, upper-middle horizontally (cerebellum) and middle-right, lower-middle horizontally (brainstem) and middle-left, upper-middle horizontally (cere","left-center, middle vertically, upper-middle horizontally (cerebellum) and middle-right, lower-middle horizontally (brainstem) and middle-left, upper-middle horizontally (cere",False,False,INCORRECT,False
968,synpic31394.jpg,CHEST,In what plane is the above taken?,PLANE,OPEN,freeform,train,PA,pa,Transverse (Horizontal) and longitudinal (Vertical) planes are shown.,transverse (horizontal) and longitudinal (vertical) planes are shown.,False,False,INCORRECT,False
969,synpic60254.jpg,HEAD,Is the image above oriented in the axial plane?,PLANE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
970,synpic52828.jpg,ABD,Is this image taken with or without contrast?,MODALITY,OPEN,freeform,train,with contrast,with contrast,Without contrast (no contrast media is visible in the image),without contrast (no contrast media is visible in the image),False,False,INCORRECT,False
971,synpic52828.jpg,ABD,Was contrast used to take this image?,MODALITY,OPEN,para,train,with contrast,with contrast,No (indicated in the caption),no (indicated in the caption),False,False,CORRECT,True
972,synpic32970.jpg,CHEST,Are there any bone fractures present?,PRES,CLOSED,para,train,No,no,No (not specified in the caption),no (not specified in the caption),False,True,,False
973,synpic32970.jpg,CHEST,Does the patient have any bone fractures?,PRES,CLOSED,freeform,train,No,no,No (not specified in the caption),no (not specified in the caption),False,True,,False
978,synpic27277.jpg,CHEST,Are the patients' ribs symmetric on both sides?,PRES,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
979,synpic27277.jpg,CHEST,Is there symmetry of the patient's ribs on both sides?,PRES,CLOSED,para,train,No,no,No,no,True,True,,True
980,synpic46062.jpg,HEAD,What is the location of the mass?,POS,OPEN,para,train,sella and suprasellar cistern,sella and suprasellar cistern,"Central and middle of the image, occupying a significant portion of the area of interest (AOI) and surrounding the ventricles and cerebral cortex structures.","central and middle of the image, occupying a significant portion of the area of interest (aoi) and surrounding the ventricles and cerebral cortex structures.",False,False,CORRECT,True
981,synpic46062.jpg,HEAD,Where is the mass located?,POS,OPEN,freeform,train,sella and suprasellar cistern,sella and suprasellar cistern,"Brain parenchyma, upper-middle area, right-center, lower-middle area, lower-middle area, lower-right area, upper-right area, upper-middle area, middle-left area, middle-right area","brain parenchyma, upper-middle area, right-center, lower-middle area, lower-middle area, lower-right area, upper-right area, upper-middle area, middle-left area, middle-right area",False,False,INCORRECT,False
984,synpic17153.jpg,HEAD,MRI imaging modality used for this image?,MODALITY,OPEN,para,train,T2 weighted,t2 weighted,CT scan (Computed Tomography) with contrast media (not specified in the caption) and CT scan (Computed Tomography) without contrast media (not specified in the caption) are also used for brain imaging.,ct scan (computed tomography) with contrast media (not specified in the caption) and ct scan (computed tomography) without contrast media (not specified in the caption) are also used for brain imaging.,False,False,INCORRECT,False
985,synpic17153.jpg,HEAD,What type of MRI is used to acquire this image?,MODALITY,OPEN,freeform,train,T2 weighted,t2 weighted,Functional MRI (fMRI) with blood oxygen level-dependent (BOLD) contrast agent (gadolinium) and high-resolution structural MRI (HR-structural MRI) with contrast agent (,functional mri (fmri) with blood oxygen level-dependent (bold) contrast agent (gadolinium) and high-resolution structural mri (hr-structural mri) with contrast agent (,False,False,INCORRECT,False
986,synpic30273.jpg,ABD,"The patient's left contains a bright round organ, what is it?",PRES,OPEN,para,train,Left kidney,left kidney,Brain (cerebellum) or cystic lesion (benign) or hemorrhage (acute) or mass effect (chronic) or edema (acute) or inflammation (chronic) or,brain (cerebellum) or cystic lesion (benign) or hemorrhage (acute) or mass effect (chronic) or edema (acute) or inflammation (chronic) or,False,False,INCORRECT,False
987,synpic30273.jpg,ABD,What is the bright round organ seen on the patient's left?,PRES,OPEN,freeform,train,Left kidney,left kidney,Brain hemorrhage or mass effect from the bleeding area itself (indicated by the proximity of the affected area to the brain) or from the underlying pathology (such as a vascular issue or a localized disease,brain hemorrhage or mass effect from the bleeding area itself (indicated by the proximity of the affected area to the brain) or from the underlying pathology (such as a vascular issue or a localized disease,False,False,INCORRECT,False
990,synpic46062.jpg,HEAD,What organ system is shown in the above image?,ORGAN,OPEN,freeform,train,Brain,brain,"Brain (Cerebrum, Cerebellum, Brainstem) and surrounding tissues (Dura mater, Cerebral hemispheres) (not explicitly stated in the caption)","brain (cerebrum, cerebellum, brainstem) and surrounding tissues (dura mater, cerebral hemispheres) (not explicitly stated in the caption)",False,True,CORRECT,True
991,synpic46062.jpg,HEAD,What is the organ system in this image?,ORGAN,OPEN,para,train,Brain,brain,"Brain (Cerebrum, Cerebellum, Brainstem) and surrounding tissues (Dura mater, Cerebral hemispheres) (not explicitly stated in the caption) (not explicitly stated in the","brain (cerebrum, cerebellum, brainstem) and surrounding tissues (dura mater, cerebral hemispheres) (not explicitly stated in the caption) (not explicitly stated in the",False,True,INCORRECT,False
994,synpic17153.jpg,HEAD,Does this image show edema?,PRES,CLOSED,para,train,Yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
995,synpic17153.jpg,HEAD,Is there edema?,PRES,CLOSED,freeform,train,Yes,yes,Yes (indicated by the presence of blood),yes (indicated by the presence of blood),False,True,,False
998,synpic60254.jpg,HEAD,What cranial nerves may be affected by the lesion seen in the above image?,ABN,OPEN,freeform,train,Oculomotor nerve (CN III) and Trigeminal nerves (CN V),oculomotor nerve (cn iii) and trigeminal nerves (cn v),"Trigeminal, facial, vestibulocochlear, abducens, oculomotor, trochlear, and nerve to the tongue and pharynx (CN XII) may be affected by the les","trigeminal, facial, vestibulocochlear, abducens, oculomotor, trochlear, and nerve to the tongue and pharynx (cn xii) may be affected by the les",False,False,INCORRECT,False
999,synpic60254.jpg,HEAD,Which cranial nerves are possibly affected by this lesion?,ABN,OPEN,para,train,Oculomotor nerve (CN III) and Trigeminal nerves (CN V),oculomotor nerve (cn iii) and trigeminal nerves (cn v),"V, VII, VIII, IX, X, XI, XII, XIII, XIV, XV, XVI, XVII, XVIII, XIX, XX, XXI, XXII, XXIII, XXIV, XXV, XXVI, XXV","v, vii, viii, ix, x, xi, xii, xiii, xiv, xv, xvi, xvii, xviii, xix, xx, xxi, xxii, xxiii, xxiv, xxv, xxvi, xxv",False,False,INCORRECT,False
1000,synpic57317.jpg,HEAD,Is this taken in the axial plane?,PLANE,CLOSED,freeform,train,yes,yes,No,no,False,False,,False
1001,synpic24248.jpg,ABD,Are the colon walls thickened?,PRES,CLOSED,para,train,Yes,yes,Yes,yes,True,True,,True
1002,synpic24248.jpg,ABD,Are the walls of the colon thickened?,PRES,CLOSED,freeform,train,Yes,yes,Yes,yes,True,True,,True
1003,synpic51426.jpg,HEAD,What type of MRI is this?,MODALITY,OPEN,freeform,train,T2,t2,Brain MRI (with contrast) and CT scan (with contrast) are available. Please refer to the caption for details.,brain mri (with contrast) and ct scan (with contrast) are available. please refer to the caption for details.,False,False,INCORRECT,False
1004,synpic51426.jpg,HEAD,What is the modality of this MRI?,MODALITY,OPEN,para,train,T2,t2,CT scan (not specified in the caption) with contrast media (not specified in the caption) and without contrast media (not specified in the caption) for comparison.,ct scan (not specified in the caption) with contrast media (not specified in the caption) and without contrast media (not specified in the caption) for comparison.,False,False,INCORRECT,False
1005,synpic18896.jpg,CHEST,Imaging modality used to take this image?,MODALITY,OPEN,para,train,PA Xray,pa xray,CT scan (not specified in the caption),ct scan (not specified in the caption),False,False,INCORRECT,False
1006,synpic18896.jpg,CHEST,What imaging modality is used to acquire this picture?,MODALITY,OPEN,freeform,train,PA Xray,pa xray,CT scan (Computed Tomography) with contrast media (not shown in the image) or CT scan without contrast media (not shown in the image) can be used to acquire this picture.,ct scan (computed tomography) with contrast media (not shown in the image) or ct scan without contrast media (not shown in the image) can be used to acquire this picture.,False,False,INCORRECT,False
1009,synpic37605.jpg,HEAD,What MRI imaging sequence is shown above?,MODALITY,OPEN,para,train,T2 weighted,t2 weighted,T2-weighted imaging sequence (not shown) was performed before the CT scan (not shown) was acquired.,t2-weighted imaging sequence (not shown) was performed before the ct scan (not shown) was acquired.,False,False,INCORRECT,False
1010,synpic37605.jpg,HEAD,What type of MRI is shown in the above image?,MODALITY,OPEN,freeform,train,T2 weighted,t2 weighted,Brain MRI (with contrast) and CT scan (with contrast) are shown in the image.,brain mri (with contrast) and ct scan (with contrast) are shown in the image.,False,False,INCORRECT,False
1011,synpic31394.jpg,CHEST,Is the image an CT scan?,MODALITY,CLOSED,freeform,train,no,no,Yes,yes,False,False,,False
1012,synpic30273.jpg,ABD,Was this image taken with or without contrast?,MODALITY,CLOSED,freeform,train,With contrast,with contrast,No (indicated in the caption),no (indicated in the caption),False,False,,False
1013,synpic30273.jpg,ABD,Was contrast used to take this image?,MODALITY,CLOSED,para,train,Yes,yes,No,no,False,False,,False
1014,synpic27576.jpg,ABD,Did the patient ingest contrast prior to taking this image?,MODALITY,CLOSED,freeform,train,Yes,yes,No,no,False,False,,False
1015,synpic27576.jpg,ABD,Was contrast used in this image?,MODALITY,CLOSED,para,train,Yes,yes,No,no,False,False,,False
1018,synpic37605.jpg,HEAD,Does the lesion above enhance?,COLOR,CLOSED,freeform,train,No,no,Yes,yes,False,False,,False
1019,synpic37605.jpg,HEAD,Is there enhancement of the lesion?,COLOR,CLOSED,para,train,No,no,No,no,True,True,,True
1023,synpic52828.jpg,ABD,Is the consistency of the abscess located in the left upper quadrant homogeneous or heterogeneous?,ATTRIB,CLOSED,freeform,train,heterogeneous,heterogeneous,Yes,yes,False,False,,False
1024,synpic52828.jpg,ABD,Is the abscess in the left upper quadrant homogenous or heterogenous?,ATTRIB,CLOSED,para,train,heterogeneous,heterogeneous,Yes,yes,False,False,,False
1025,synpic17145.jpg,CHEST,Is there a pneumothorax seen in the above image?,PRES,CLOSED,freeform,train,No,no,No (not explicitly stated in the caption),no (not explicitly stated in the caption),False,True,,False
1026,synpic17145.jpg,CHEST,Is there a pneumothorax present?,PRES,CLOSED,para,train,No,no,Yes,yes,False,False,,False
1027,synpic53287.jpg,HEAD,What ventricle is the lesion compressing?,ABN,OPEN,freeform,train,4th ventricle,4th ventricle,"Lateral ventricle, cerebral cortex, white matter tracts, cerebellum, brainstem, cranial nerves, cerebral hemispheres, cerebral cortex, c","lateral ventricle, cerebral cortex, white matter tracts, cerebellum, brainstem, cranial nerves, cerebral hemispheres, cerebral cortex, c",False,False,INCORRECT,False
1028,synpic53287.jpg,HEAD,Which ventricle is compressed by the lesion?,ABN,OPEN,para,train,4th ventricle,4th ventricle,Lateral ventricles and cerebral cortex are affected by the lesion's compression and displacement of adjacent brain tissue.,lateral ventricles and cerebral cortex are affected by the lesion's compression and displacement of adjacent brain tissue.,False,False,INCORRECT,False
1029,synpic23631.jpg,HEAD,Is this a noncontrast CT?,MODALITY,CLOSED,freeform,train,yes,yes,Yes,yes,True,True,,True
1030,synpic57317.jpg,HEAD,Where do you see a large hematoma?,POS,OPEN,freeform,train,right lateral ventricle,right lateral ventricle,"Right-center, lower-middle area of the image (middle cerebral artery territory) (hemorrhage) (pathology) (pathophysiology) (clinical correlation) (implications) (con","right-center, lower-middle area of the image (middle cerebral artery territory) (hemorrhage) (pathology) (pathophysiology) (clinical correlation) (implications) (con",False,False,INCORRECT,False
1031,synpic57317.jpg,HEAD,Where is the large hematoma located?,POS,OPEN,para,train,right lateral ventricle,right lateral ventricle,"Left-center, middle vertically, lower-middle horizontally (cerebral hemispheres) and middle-right, middle vertically, lower-middle horizontally (ventricular system) and middle-right,","left-center, middle vertically, lower-middle horizontally (cerebral hemispheres) and middle-right, middle vertically, lower-middle horizontally (ventricular system) and middle-right,",False,False,INCORRECT,False
1032,synpic56422.jpg,HEAD,What organ system is shown in the above image?,ORGAN,OPEN,freeform,train,Brain,brain,"Brain (Cerebrum, Cerebellum, Brainstem) and spinal cord (Cord) (not shown) with surrounding tissues (not shown) and blood vessels (not shown) in the image caption.","brain (cerebrum, cerebellum, brainstem) and spinal cord (cord) (not shown) with surrounding tissues (not shown) and blood vessels (not shown) in the image caption.",False,True,CORRECT,True
1033,synpic56422.jpg,HEAD,Which organ system is shown in the image?,ORGAN,OPEN,para,train,Brain,brain,Brain (CNS) and spinal cord (CNS) and brain (CNS) and spinal cord (CNS) and brain (CNS) and spinal cord (CNS) and brain (CNS) and sp,brain (cns) and spinal cord (cns) and brain (cns) and spinal cord (cns) and brain (cns) and spinal cord (cns) and brain (cns) and sp,False,True,CORRECT,True
1034,synpic59536.jpg,HEAD,MRI imaging modality used?,MODALITY,OPEN,para,train,DWI,dwi,CT scan (Computed Tomography) with contrast media (not specified in the caption) or CT scan without contrast media (not specified in the caption) may be used to diagnose and monitor the condition.,ct scan (computed tomography) with contrast media (not specified in the caption) or ct scan without contrast media (not specified in the caption) may be used to diagnose and monitor the condition.,False,False,INCORRECT,False
1035,synpic59536.jpg,HEAD,What type of MRI is the above image?,MODALITY,OPEN,freeform,train,DWI,dwi,"Brain MRI (with contrast) and CT scan (with contrast) of the brain and skull base, brain stem, and cerebellum, cerebral cortex, and white matter tracts (with contrast) (2","brain mri (with contrast) and ct scan (with contrast) of the brain and skull base, brain stem, and cerebellum, cerebral cortex, and white matter tracts (with contrast) (2",False,False,INCORRECT,False
1036,synpic17153.jpg,HEAD,Does the image show midline shift?,PRES,CLOSED,para,train,yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
1037,synpic17153.jpg,HEAD,Is there midline shift?,PRES,CLOSED,freeform,train,yes,yes,No (not specified in the caption),no (not specified in the caption),False,False,,False
1040,synpic31394.jpg,CHEST,Does the heart look enlarged?,SIZE,CLOSED,para,train,No,no,Yes,yes,False,False,,False
1041,synpic31394.jpg,CHEST,Is the heart enlarged?,SIZE,CLOSED,freeform,train,No,no,No,no,True,True,,True
1042,synpic51426.jpg,HEAD,In what plane is the image above captured?,PLANE,OPEN,freeform,train,Axial,axial,"Transverse (Horizontal) and Coronal (Vertical) planes (axial, sagittal, and coronal) are used in the image caption. However, the exact plane is not specified.","transverse (horizontal) and coronal (vertical) planes (axial, sagittal, and coronal) are used in the image caption. however, the exact plane is not specified.",False,True,INCORRECT,False
1043,synpic27576.jpg,ABD,What organ contains multiple lesions in the above image?,PRES,OPEN,freeform,train,Kidneys,kidneys,"Brain (cerebrum, cerebellum, brainstem) and spinal cord (white matter, gray matter) with various pathologies (hemorrhages, edema, mass effect) and pathological conditions (t","brain (cerebrum, cerebellum, brainstem) and spinal cord (white matter, gray matter) with various pathologies (hemorrhages, edema, mass effect) and pathological conditions (t",False,False,INCORRECT,False
